MP Police,,
item,count,ref_nos
repair of building ajk thana,1,01/2024-25/4
parking shed,1,12/2023-24
construction of store room ( sderf ) homeguard,1,01/2025-26
qrts no o. r. 171 to 218 at 26 bn guna,1,14/2023-24
rate contract for miscellaneous items,1,SP/PTS/MT/MOD1237/23
old thana aanandpur district vidisha,1,01/2024-25
thana jaitpur thana darshila distt.- shahdol,3,"19/2020-21 Incomplete Mahila Desk Burhar, Jaitpur,, 03/2019-20/3, 10/2022-23 Incomplete Mahila Desk Burhar, Jaitpur"
various reparing work of various places at chowki dora,1,19 / 2020-21
necessary eqipement,1,12/2019-20
construction of separate room toilet for ladies fir room at thana alampur distt bhind,1,06/2019-20
cctns work at police departments offices in various districts. ( distt. ujjain,1,17/2018-19
repairing works at mulna stadium,1,11/2022-23
mantinance work of thana nateran 20 qtrs dist vidisha,1,10/2021-22
construction of 02f 02g,3,"003/2021-22, 15/2020-21, 01/2020-21"
thana malhargarh repairing,1,1520/23.05.2023 thana malhargarh repairing
f block 01 to 15 quarters,1,1466
20 bath building at pts pachmarhi dist narmadapuram,3,"06/2024-25, 10/2024-25, 13/2024-25"
consruction of mahila barrack at thana ajk parisar,1,17/2018-19
store building,2,"01/2025-26 Home Guard SDERF shahdol, 01/2025-26 Home Guard SDERF Anuppur"
email security,1,1387
construction of semi urban thana building grp distt shivpuri,1,03/2021-22
construction of 8 gazetted officers house at i. r. battalion kanki distt. balaghat,1,17 / 2018-19
cctv systems installation at state hanger on turn- key basis,1,ASPTFC730
dismantling work of old girls,1,01/2023-24
construction of mahila desk ( fir room ) maihar dist. satna,1,16/2018-19
sondwa,1,02/2023-24
construction of barrack at basecamp under thana motinala,1,14/2020-21
construction of watch tower guard room at new sp office balaghat,1,17 / 2019-20
external electrification work for 6f,1,04/2019-20
block 02 nahargarh aawas repairing,1,3587/18.11.2024BLOCK 02 NAHARGARH AAWAS REPAIRING
bullet resistance helmet,1,SB/STORE/2023-25 (29) DATED 24.01.2023
construction work of admin building of district command centre for home guard at datia ( m. p. ),1,17/2023-24
construction of balance work at urban thana omti,1,17/2022-23
construction of tribal samudayik bhavan at gram panchayat baskuta,1,"24/2021-22 Samudayik Bhavan Baskuta, Mardari"
construction of boundry wall at bahadurpur thana dist ashoknager,1,11/2022-23
constructon of 01 no. store room beside s. p. office distt. katni,1,15/2021-22 Store Room Beside S.P.Office Katni
pcr samagri purchase,1,1stbn/qm/p-1830
construction of workshop at police fire station,1,24/2021-22/4
thana barghat,1,"09/2024-25 Chowki Borikala, Seoni"
renovation of profile sheet of martial art hall at tt nagar stadium bhopal,2,"07/2022-23, 38/2021-22"
06 others chhatarpur,1,50/2018-19
construction work of officers mess at home guard head office sderf civil line jabalpur,1,15/2023-24 OFFICER MESS HOME GUARD JABALPUR
repairing work of toilet at sp office bhind,1,3767/24
02 no. sentry morcha,1,25/2024-25
12 constable qrts at thana najeerabad campus bhopal,2,"23/2021-22, 33/2021-22"
supply of horse food for 2023- 24,1,etender/980/2023 dtd 02-03-2023
construction of road work at cricket stadium at ranjhi jabalpur,1,15/2018-19
special repairing work at thana bargawan distt singrouli,1,18/2022-23
police sahayta kendra itawa distt. dewas,1,NIT 11/2024-25_1
g type 2 no.,3,"NIT 06/2020-21_1, 27/2018-19, 26/2018-19"
construction work of sp office,1,31/2024-25
bathroom 05 no.,1,20/2024-25
construction of water tank in police station kalikheda,1,1472
external electrification works 30 bedded chc hospital,1,18/2023-24
thana bhawan nahar darwaja,1,NIT 11/2024-25_2
govt. model h. s. s. khaniyadhana distt. shivpuri,1,27/2021-22
construction of boundary wall at police colony,1,NIT 09/2023-24_2
construction of semi urban thana bhawan,25,"14/2019-20-3, 19/2019-20-6, 24/2019-20-1, NIT 21/2020-21_1, 12/2019-20-12, 01/2019-20-8, 19/2019-20-5, NIT 02/2020-21_1, 19/2019-20-3, 12/2019-20-2, 12/2019-20-7, 12/2019-20-5, 01/2019-20-5, 01/2019-20-9, 01/2019-20-3, 14/2019-20-2, 27/2019-20-2, 27/2019-20-1, 19/2019-20-7, 01/2019-20-1, NIT 15/2021-22, 12/2019-20-6, 12/2019-20-1, 12/2019-20-4, 01/2019-20-6"
fsl items ( analyzer,1,PHQ/15/GPC/4649-7/2021
construction work of stage for parade,1,8th/bn/saf/m-2659-c/2024
construction of mahila desk at thana kotwali sehore,1,18/2018-19
construction of extra new room at ps kotwali ashoknagar,1,2517
tender for gry grass grain,1,mount/etender/962/2021 dtd 07.02.2021
raptc mtd 325a ration,1,RAPTC MTD 325 A
windows,2,"SP/Ujjain/RI/3529A/2023, 2922"
rain sheet ( size 9x7 ),1,HAWK FORCE/QM/D-621/2020/BALAGHAT DATED 15-12-2020
baldevgarh,1,12/2021-22
construction of govt. middle school lingwa ( distt.- dhar ),1,20/2024-25/6
1- construction of chain link fencing for newly constructed tenis ground at shri mant madhavrao scindhia khal parisar distt shivpuri,1,22/2022-23
construction of mahila desk ( fir room ) majhouli dist. sidhi,1,16/2018-19
construction of morcha,2,"13 / 2022-23, 14 / 2022-23"
repairing indoor sports stadium at mahatma gandhi stadium road mandla,1,19/2018-19
18,2,"06/2025-26, 32/2022-23"
construction of 01 no. mahila barrack at home guard campus balaghat.,1,12 / 2023-24
construction of separate room toilet for ladies fir room at thana doder distt sheopur,1,09/2019-20
sewar line work for 16 o. r. imli colony qtrs.,1,11 / 2021 - 22
false celling work,2,"03/2025-26, 02/2025-26"
result for repairing work of police thana building lakhanwada,1,04/2025-26 (2) Lakhanwada
repair work thana palera tikamgarh,1,21/2019-20
purchasing of generator,1,325-A/2024
construction of barrack at 9th bn rewa,1,14/2023-24
repairing of internal electrification of s. p. bungalow at distt.,1,01/2020-21/16
construction of 50 beded civil hospital building at susner distt. agar malwa,1,NIT 06/2022-23_1
roopjher,2,"29/2024-25, 01/2025-26"
maintenance work for gym store room physiotherapy fuel tank,1,16/2021-22
male,2,"NIT01/24-25, 18/2023-24"
construction of mahila desk at police thana nimbola distt. burhanpur,1,02/2019-20/4
repairing work of ngo residential block n- 1,1,01/2024-25 Date 29-11-2024
thana garhi for accomodating coy personnel,1,01/2023-24
district morena.,1,17/2024-25
kanadiya,1,10/2023-24
ranapur,1,04/2022-23
repair work sewer line,1,05/2021-22
mahila desk at thana chopna betul,1,15/2018-19
construction work of 2 nos. additional class rooms at govt. higher secondary school agdal dist rewa,1,04/2025-26
repair work district tikamgarh,1,10/2020-21
repairing work of stadiam 2 shivpuri,1,27/2019-20
construction of women desk in kolar thana campus bhopal,1,11/2019-20
mantinance work of 4 qtrs thana lateri,1,01/2024-25
sub station repair phq bhopal,1,23/2021-22
maintinance work,2,"M-4602, 5148"
construction of food canteen at sp office campus at old police control room,1,SP/UJJAIN/RI/3867/2023
4 g type,4,"09/2022-23 4F,4G,4H Qtrs.Distt.Hospital Umaria, 21/2018-19_1, 16/2020-21 2F 4G 4H BEOHARI, 07/2020-21 4F 4G 4H UMARIA"
02f02g02h qrs chc ghuvara chhatarpur,1,52/2018-19
construction of 24 ngos 96 constable qrs district tikamgarh,1,70/2018-19
nagalwadi distt. badwani,1,39/2018-19
construction of balance work traffic thana burhanpur,1,27/2021-22
ngo/,1,P-2740
ajk distt.- umaria,1,20/2018-19_11
construction of interrogation room for employee at grp thana bhopal,1,35/2018-19
industrial area,1,24/2018-19
repairing work of painting work of government qtrs ganga jamuna qtrs 4 block at drp line morena,1,19/2020-21
datana matana distt. ujjain,1,NIT 16/2021-22
raoti distt. ratlam ( 11/ 0. 433 kv,1,NIT 20/2024-25_3
septic tank,4,"NIT 18/2020-21_9, NIT 18/2020-21_8, 17/2020-21, NIT 18/2020-21_10"
distt. morena ( m. p ),1,51/2022-23
11k. v. power line shifting,1,20/2024-25
repairing work of toile 18 th batalian shivpuri,1,27/2019-20
maintenance of ajak police station including carpantry,1,SP/Ujjain/RI/3407/2023
result for construction of primary school at khamariya,1,13/2024-25
upgradation work of 6 48 qtrs sewage system 26 bn guna,1,22/2018-19
construction of 12 ngos 48 constable qrs district sagar,1,70/2018-19
hiring of vehicle 2 nos tuv,1,03/2020-21
construction work of parking shed at sp office bhind,1,3693/2024
berja dist. gwalior.,1,19/2022-23
thana bhawan industrial area,1,NIT 11/2024-25_2
eidgaah hills bhopal,1,24/2022-23
colour,1,SP/RTM/RI/1891/23
sanwer,1,10/2023-24
result for external electrification work of 30 beded hospital ghuwara distt chhatarpur,1,08/2024-25
repair work at p. t. s. ujjain,1,NIT 24/2024-25_1
kanad distt. agar- malwa,1,12/2019-20-4
construction work of mahila barrack,1,11/2023-24
construction of bituminous road at 6th btn ranjhi jabalpur,1,13/2023-24
construction of semi urban thana building at panihar,1,15/2018-19
canteen,1,D-7000/2025 Date 03.03.2025
house keeping raptc,1,House Keeping RAPTC
construction of prefabricated barrack,1,09/2021-22
quater gaurd buidling repairing,1,1547/23.05.2023 QUATER GAURD BUIDLING REPAIRING
sdop office berchha district shajapur,1,01/2024-25
25/ 2018- 19 2. construction of sewage treatment plant 100 kld stp with motor pump for 8,1,25/2018-19
phq house keeping etc,1,PHQ/Planning/19/A-2/272/2023
jansewak parisar bhopal ( m. p. ),1,03/2025-26
various construction work at c. m. rise school gulana distt. shajapur,1,NIT 06/2023-24_1
repearing of electrification work for new hostle ayudh,1,07/2021-22
construction of semi urban thana amjhera distt. dhar,1,19/2018-19/8
upgradation of district hospital of 200 to 300 beds at district sehore.,1,13/2021-22
semi urban thana sanodha sagar,1,51/2018-19
result for housekeeping work for dial- 100 state command centre campus bhopal mp police,1,D-2570/2025 Date 11/02/2025
construction of semi urban thana joura distt morena,1,26/2019-20
distt. balaghat,4,"05 / 2020-21, 02/2023-24, 06 / 2019-20, 07/2022-23"
external electrification work of 6 f type,2,"18/2021-22, 15/2021-22"
8h type qtrs. at distt. hospital dhar road indore,1,03/2019-20/1
inventory management software,1,D-9659/2023  Date 02-06-2023
maksi,1,NIT 13/2021-22_2
repairing work of 15 roof grading work at 8 32 qtr 29 bn datia repairing work of replace flush door at 8 32 qtr 29 bn datia,1,22/2018-19
floor repairing work 14 quaters,1,3504/2024
construction work of 30 bedded community health center with 2f,1,51/2022-23
construction of mahila desk at thana dhanora distt seoni,1,14/2018-19/38
construction of store room at basecamp under thana motinala,1,16/2020-21
ujjain ( 11/ 0. 433 kv,1,NIT 14/2024-25_1
repairing work of govt. model higher secondary school. distt. katni,1,06/2022-23 Repairing of govt. Model School Katni
construction of 8 gos 12 ngo 48 constable at betul.,1,70/2018-19
construction of hostel ( 100 beded ) govt. model h. s. school tirla sardarpur,1,16/2024-25
construction of store room,1,02/2021-22
senetry 2 thana phori dist. shivpuri parisar letbhath work 318 bn shivpuri mukh sampway geg daining hall pavar blok work,1,19/2020-21
fourth floor at 50 bedded critical care hospital block dist. hospital sehore.,1,13/2023-24
construction of santi post pts sagar,2,"12/2024-25, 08/2024-25"
repairing work in different police offices,1,DCP/HQ/IND/RI/5870
mahakal lok,1,NIT 01/2025-26_1
distt. alirajpur,1,08/2022-23
construction of 50 bedded civil hospital,1,05/2022-23
sdop kannod,1,NIT 11/2024-25_1
gwalior.,9,"14/2019-20, 35/2021-22, 16/2022-22, 15/2024-25, 18/2023-24, 04/2024-25, 11/2024-25, 38/2021-22, 16/2022-23"
dist. hoshangabad.,1,28/2019-19
clerance of the site,2,"02/2020-21, 08/2019-20"
01 no toilet at home gaurd office dist rewa,1,06/2025-26
nanda nagar,1,10/2023-24
result for external electrification work for cm rise school,1,24/2024-25/1
external electrification work of 10f,1,16/2022-23
sewer line work 32 qtrs to nagar nigam main line at p. t. c. indore,1,01/2024-25/10
bathroom,1,10/2019-20
construction of additional room in police station kalukheda,1,1473
repairing of profile sheet of badminton hall at tt nagar bhopal,1,38/2021-22
construction of chowkey tarha sagar,1,21/2019-20
construction of boundary wall gate for semi urban thana matabasiya distt morena,1,01/2022-23
result for construction of gps jhakanwad ( distt.- jhabua ),1,23/2024-25/2
repair work of qrts. no. 1 to 16 at police thana parisar kalidevi distt. jhabau,1,NIT 23/2021-22_3
renovation block g 7 to 12 pta bhopal,1,63/2018-19
external electrification work for construction of 12 ngo 48 constable qtrs.,3,"02/2019-20, 13/2018-19/2, 09/2018-19"
construction of boundary wall,7,"01/2024-25/8, NIT 10/2021-22, 12/2023-24, 01 / 2022-23, 32/2018-19, 23/2019-20, 20/2019-20-7"
kailaras dist. morena. ( cm rise scheme ),1,31/2022-23
repairing work of 08 constable qtrs. at kotwali campus,1,9/2021-22 Repairing work of 08 Constable Umaria
construction of drivers barrack g plus 2 at 144 gos qtrs. campus jahangirabad bhopal,1,10/2024-25
mahila desk at thana itarshi hoshangabad,1,15/2018-19
construction of sewage treatment plant 50 kld ( stp ) with motor pump for 8go 12ngo 48constable drp line sidhi,1,02/2019-20
lightning conductors,1,DCP/HQ/RI/TENDER/01/23
repairing work of commandant office at 18 th bn. shivpuri,1,14/2019-20
construction of police chouki binagang dist guna,1,08/2020-21
repairing work of old admin building,1,23/2022-23
external electrification work of community health center,1,28/2023-24
wires at tt nagar stadium bhopal,1,18/2021-22
nahar darwaja,1,24/2018-19
window door repair,1,SP/Ujjain/RI/3529L/2023
distt. shahdol,5,"20/2023-24 Home Guard Shahdol, 27/2020-21 Construction of Traffic Park Shahdol, 16/2021-20 Const. and Rennovation Budhar, 01/2020-21 Thana Sidhi, 14/2021-22 Govt.P.G. College Beohari"
scraping,1,04/2024-25
24 qtrs thana compus harda,1,08/2019-20
construction of boundary wall gate for semi urban thana daboh distt bhind,1,02/2022-23
para distt. jhabua,1,12/2019-20-11
h type 2 no. qrts. at c h c,3,"NIT 06/2020-21_1, 27/2018-19, 26/2018-19"
15th bn.,1,10/2024-25/01
skeet range etc. including development work at mp shooting,1,12/2022-23
construction of girls hostel bada ganpati,1,17/2020-21
construction work of toilet thana vijaypur chilwani,1,03/2020-21
construction of semi urban thana building chargawan,1,24/2018-19_9
renovation work of police thana building sirali,1,11/2023-24
1x200 kva transformer with ht line,4,"NIT 25/2023-24_1, NIT 25/2023-24_2, NIT 27/2023-24_2, NIT 27/2023-24_1"
repairing of faulty,1,ASP BHOPAL546
repairing of 24 i type qtrs in 26 bn guna qtrs 9to 16,1,28/2019-20
fitting work,1,16/2023-24
construction of mahila desk ( fir room ) naigarhi dist rewa,1,16/18-19
gate at thana myana distt guna,1,03/2022-23
neemuch,9,"NIT 19/2023-24_3, NIT 21/2022-23_1, 17/2018-19, 37/2018-19, NIT 21/2020-21_1, NIT 14/2020-21_1, NIT 14/2020-21_2, NIT 09/2023-24_2, NIT 09/2023-24_1"
sehore,1,21/2023-24
earthing work to be done under cctns projet,1,DCP/HQ/IND/RK/227/2024
external electrification work for cm rise school at khamarpani distt chhindwra,1,03/2024-25
construction work of semi urban thana doraha sehore,1,02/2019-20
development work mount view bunglow at pts pachmari hoshangabad,1,08/2019-20
badawda distt. ratlam,1,12/2019-20-1
strengthening work gyanodaya residential school sagar,1,13/2022-23
commissioning etc. ),1,PHQ/15/GPC/2363-1/2019
reparing work of ranipur museum,1,1056-A2024
construction of semi urban police station grp at biaora distt rajgarh m. p.,1,02/2021-22
construction of police chowki at sonewani distt. balaghat,1,08 /2019-20
volleyball tennis court work pta,1,15/2020-21
construction work of 1f,3,"17/2018-19, 24/2018-19, 23/2018-19"
construction of mahila desk at thana lakhnadon distt seoni,1,20/2018-19
construction of sderf building at home guard head office,1,17/2021-22 SDRF Building at Home Guard Head Office
constructionof 24 gos qrs sagar,1,70/2018-19
construction of mahila help desk at thana ajak distt. balaghat,1,11 / 2018-19
shivaji nagar bhopal,1,28/2022-23
construction of semi urban thana bagh distt. dhar,1,05/2019-20/3
supply of camouflage dress,1,Jan-23
construction of boundry wall at kachnar thana dist ashoknagar,1,03/2022-23
construction of critical care health block at 3rd floor,1,NIT 16/2024-25_1
